refs,hyps,same_indices,random_indices,same_index_bleu1,different_index_bleu1,same_index_bleu2,different_index_bleu2,same_index_bleu3,different_index_bleu3,same_index_bleu4,different_index_bleu4,same_index_rouge,different_index_rouge,same_index_bert,different_index_bert,same_index_bleurt,different_index_bleurt
in der dahinter einfließenden kaltluft gestaltet sich das wetter morgen wechselhaft .,"{'17July_2009_Friday_tagesschau-5104', 'dabei gelangt von nordwesten kältere luft nach deutschland und damit setzt sich das wechselhafte wetter fort .'}","(352, 352)","[529, 406]",23.529411764705884,13.986904558770089,12.126781251816647,0.0,0.0,0.0,0.0,0.0,26.08040957680175,18.63833896668398,75.8796215057373,69.34348940849304,0.4784344434738159,0.30872759222984314
in der osthälfte und im süden gibt es heute nacht kräftige regenfälle und zum teil heftige gewitter .,"{'im osten und süden entwickeln sich heute nacht teilweise kräftige schauer und zum teil heftige gewitter .', '17July_2009_Friday_tagesschau-5105'}","(353, 353)","[548, 358]",66.55575133093234,4.999999999999999,48.51042304199408,0.0,38.967036111865006,0.0,33.06622767324895,0.0,62.75476966026309,5.494505494437097,85.83297729492188,67.04325675964355,0.6648948788642883,0.2320692092180252
der deutsche wetterdienst hat entsprechende unwetterwarnungen herausgegeben .,"{'17July_2009_Friday_tagesschau-5106', 'es bestehen entsprechende unwetterwarnungen des deutschen wetterdienstes .'}","(354, 354)","[404, 434]",37.5,22.619737864359525,23.145502494313785,11.771684807268475,0.0,0.0,0.0,0.0,37.499999999950006,25.766526019669882,88.49866986274719,69.709712266922,0.7401961088180542,0.282972514629364
milde luft kommt aus dem südwesten .,"{'vor allem in der südwesthälfte schwacher bis mäßiger wind aus west bis südwest .', '05April_2011_Tuesday_heute-5120'}","(355, 355)","[157, 193]",14.285714285714283,10.393258407362712,0.0,0.0,0.0,0.0,0.0,0.0,15.873015872956614,12.872960113827137,75.32429099082947,66.70234203338623,0.431135356426239,0.13936874270439148
und nun die wettervorhersage für morgen montag den achtundzwanzigsten november .,"{'27November_2011_Sunday_tagesschau-5138', 'und nun die wettervorhersage für morgen montag den achtundzwanzigsten november .'}","(356, 356)","[317, 319]",100.00000000000004,23.529411764705884,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,11.764705882302941,100.0,70.07055282592773,0.9873592257499695,0.38903141021728516
morgen bei dauernebel im süden nur zwei am niederrhein bis elf grad .,"{'27November_2011_Sunday_tagesschau-5149', 'morgen im süden bei dauernebel teilweise nur zwei am niederrhein bis elf grad .'}","(357, 357)","[180, 160]",92.85714285714283,21.42857142857143,80.1783725737273,0.0,68.50067105944413,0.0,61.82518852201092,0.0,81.25885448284133,23.92744025331468,96.31687998771667,62.23747730255127,0.7140939235687256,0.2274225652217865
sonntag und montag ändert sich an diesem ungemütlichen und recht kühlen wetter noch wenig .,"{'am sonntag und montag bleibt es bei diesem kühlen wechselhaften wetter erstmal noch .', '27August_2010_Friday_tagesschau-5164'}","(358, 358)","[534, 301]",53.20358741165847,21.42857142857143,27.605985968967698,0.0,18.08290004857339,0.0,0.0,0.0,55.04167347601542,23.717948717879587,83.01677107810974,71.33288979530334,0.42434030771255493,0.5493882298469543
heute nacht sieben bis vierzehn grad am tag zweiundzwanzig grad im süden und vierzehn grad in oberfranken .,"{'14September_2010_Tuesday_tagesschau-5220', 'heute nacht sieben bis vierzehn grad am tag zweiundzwanzig grad im süden und zweiundzwanzig grad in odernähe .'}","(359, 359)","[578, 201]",88.8888888888889,6.666666666666667,82.44625898677901,0.0,77.60175390150452,0.0,74.71036152631682,0.0,88.88888888883888,7.352316192026377,92.03914999961853,64.66816663742065,0.48365628719329834,0.2926074266433716
am samstag ist es in der südhälfte freundlich in der nordhälfte einzelne schauer .,"{'am samstag ist es im süden recht freundlich im norden einzelne schauer .', '14September_2010_Tuesday_tagesschau-5223'}","(360, 360)","[472, 228]",56.98222022414254,12.500000000000002,46.88786183641643,0.0,38.14878579050505,0.0,26.776802959776298,0.0,59.09734871479285,13.797426591829042,84.43634510040283,64.03804421424866,0.7048166394233704,0.2477072924375534
in den kommenden tagen bestimmt das tief über osteuropa unser wetter die kühle luft bleibt uns zunächst erhalten .,"{'in den nächsten tagen wird es bei uns mitunter kräftig regnen und kühl bleiben .', '16May_2010_Sunday_tagesschau-5226'}","(361, 361)","[256, 417]",25.530944612154958,5.904581909262684,11.818530844056395,0.0,0.0,0.0,0.0,0.0,28.63005667380823,7.985257985260283,72.69907593727112,67.33400225639343,0.5385356545448303,0.2860247492790222
am tag von schleswig holstein bis nach vorpommern und zunächst auch in brandenburg gebietsweise länger andauernder regen .,"{'08September_2010_Wednesday_tagesschau-5240', 'in schleswig holstein im vorpommern und in vorpommern sowie in brandenburg wird es morgen anfangs auch noch kräftig regnen .'}","(362, 362)","[215, 593]",40.0,8.333333333333332,25.131234497501726,0.0,0.0,0.0,0.0,0.0,36.639676113300965,8.333333333283333,79.66414093971252,68.0071473121643,0.49487125873565674,0.21600207686424255
am samstag regnet es noch etwas in küstennähe sonst meist freundlich und trocken .,"{'am samstag an den küsten noch etwas regen sonst meist freundlich und trocken .', '08September_2010_Wednesday_tagesschau-5246'}","(363, 363)","[382, 223]",71.42857142857146,13.333333333333334,62.01736729460425,0.0,50.423749017455606,0.0,43.24227075463216,0.0,71.42857142852144,13.760418368958119,87.9434883594513,61.37929558753967,0.7392573952674866,0.16409112513065338
und selbst auch im küstenbereich geht es auch nahe an die dreißig grad heran .,"{'an der küste bis dreißig grad .', '20July_2010_Tuesday_heute-5254'}","(364, 364)","[207, 336]",18.223231847084033,4.166666666666667,9.84167002399331,0.0,0.0,0.0,0.0,0.0,29.47821409360765,4.657247514322392,71.19970917701721,65.35206437110901,0.3834236264228821,0.20300646126270294
morgen wieder schwacher im norden mäßiger wind aus süd bis südwest an der nordsee starke böen .,"{'morgen weht der wind im südwesten schwach bis mäßig an der nordsee auch frisch .', '06September_2009_Sunday_tagesschau-5308'}","(365, 365)","[193, 191]",46.67591034895722,14.814814814814817,24.157078637075053,0.0,15.779013495597514,0.0,0.0,0.0,43.41216216212566,8.089844865279169,80.18936514854431,67.0814037322998,0.4813101291656494,0.1690617799758911
heute nacht werte zwischen vierzehn grad an der see und vier grad an den alpen .,"{'06September_2009_Sunday_tagesschau-5309', 'heute nacht vierzehn grad auf sylt bis vier grad an den alpen .'}","(366, 366)","[623, 458]",61.07097367830395,7.579571982501643,53.18203081300615,0.0,43.38355257099152,0.0,37.34381622366603,0.0,67.53535674556309,8.219954648494307,85.3747546672821,69.75452303886414,0.5350431203842163,0.17026333510875702
ja und so bleibt es dann auch erstmal am mittwoch .,"{'23August_2010_Monday_heute-5328', 'auch am mittwoch ändert sich noch wenig an diesem wetter .'}","(367, 367)","[190, 282]",36.36363636363637,18.75,19.069251784911845,0.0,0.0,0.0,0.0,0.0,36.363636363586366,18.749999999950003,78.45621705055237,61.677294969558716,0.5426555871963501,0.07593196630477905
aber am donnerstag kommt die hitze in den süden zurück dafür haben wir kühles schauerwetter im norden .,"{'aber dann am donnerstag kommt die hitze wieder zurück und im süden fängt es dann im norden an zu regnen .', '23August_2010_Monday_heute-5329'}","(368, 368)","[496, 609]",52.38095238095239,15.806680330494807,36.187343222787284,0.0,27.446924285949066,0.0,21.89321973004432,0.0,50.68574836010421,19.69891095451084,80.59149384498596,63.30482363700867,0.4419785141944885,0.1406402587890625
und nun die wettervorhersage für morgen freitag den neunten oktober .,"{'und nun die wettervorhersage für morgen freitag den neunten oktober .', '08October_2009_Thursday_tagesschau-5345'}","(369, 369)","[286, 597]",100.00000000000004,10.000000000000002,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,10.468478889472152,100.0,63.70586156845093,0.9764137268066406,0.1341046690940857
an der ostsee heute nacht stürmische böen aus west .,"{'an der ostsee heute nacht starke bis stürmische böen .', '08October_2009_Thursday_tagesschau-5352'}","(370, 370)","[474, 578]",79.99999999999997,13.043478260869563,66.66666666666661,0.0,55.03212081491043,0.0,46.713797772819994,0.0,79.99999999995,9.47830435017449,88.25002312660217,66.51135683059692,0.5802799463272095,0.23454979062080383
morgen schwacher bis mäßiger ostwind .,"{'08October_2009_Thursday_tagesschau-5353', 'morgen schwacher bis mäßiger an der see auch frischer wind aus südwest bis west .'}","(371, 371)","[573, 426]",33.333333333333336,15.766261764490382,26.726124191242448,0.0,22.232392577061862,0.0,17.395797375642243,0.0,36.340852130278044,23.809523809531218,81.52868151664734,74.3602454662323,0.39020639657974243,0.34171372652053833
am samstag überquert uns ein regengebiet von west nach ost .,"{'am samstag verlagern sich die regenwolken in die osthälfte .', '08October_2009_Thursday_tagesschau-5357'}","(372, 372)","[624, 188]",27.145122541078788,15.806680330494807,16.5199954911009,0.0,0.0,0.0,0.0,0.0,28.442728442688605,13.132607303005392,70.53816318511963,65.03317952156067,0.6476399302482605,0.1652475744485855
im osten aber erst noch freundliche abschnitte .,"{'im osten bleibt es noch ein bisschen trüb .', '08October_2009_Thursday_tagesschau-5358'}","(373, 373)","[32, 64]",44.44444444444444,17.647058823529417,23.570226039551585,0.0,0.0,0.0,0.0,0.0,46.73650282024591,12.668146793718451,76.37194991111755,68.70570182800293,0.4404863715171814,0.3745538592338562
auch im westen gibt es später wolkenlücken .,"{'richtung westen zeigt sich neben dichten wolken auch mal die sonne .', '08October_2009_Thursday_tagesschau-5359'}","(374, 374)","[358, 157]",24.999999999999996,4.99766098125093,0.0,0.0,0.0,0.0,0.0,0.0,18.571428571359508,5.800270748707445,73.93369674682617,63.22300434112549,0.4529263973236084,0.19903430342674255
in den mittelgebirgen heute nacht örtlich vier im nordwesten unter wolken bis zwölf grad .,"{'01October_2012_Monday_tagesschau-5370', 'in den mittelgebirgen heute nacht vier im nordwesten milde zwölf grad .'}","(375, 375)","[432, 429]",71.39007178154544,15.15914396500328,63.58881766016377,0.0,53.99903034156616,0.0,40.629636551135235,0.0,79.54144620808734,16.439909297020385,88.32207322120667,69.02182698249817,0.5495268106460571,0.1271701455116272
richtung osten ist es meist sonnig .,"{'08July_2010_Thursday_tagesschau-5388', 'in der osthälfte bleibt es meist sonnig .'}","(376, 376)","[555, 318]",49.99999999999999,16.48101575501109,46.29100498862758,9.938426440601404,41.49132666831217,0.0,34.57207846419409,0.0,52.86549707596199,19.560307182640415,79.9142837524414,70.05522847175598,0.7888973951339722,0.34168702363967896
auch am montag neben sonne zum teil schwere gewitter .,"{'auch in der neuen woche scheint verbreitet die sonne hier und da aber auch wieder unwetterartige gewitter sind mit dabei .', '08July_2010_Thursday_tagesschau-5389'}","(377, 377)","[82, 391]",19.04761904761905,8.897082254631197,0.0,0.0,0.0,0.0,0.0,0.0,21.08956242075989,9.805825242690437,73.24079275131226,64.58010077476501,0.4578179121017456,0.17037427425384521
sonst war es vielleicht nur mal sprühregen der aber gar nicht zu buche geschlagen ist .,"{'sonst ist das ganze auch nur kurz bewölkt oder eben auch neblig aber besserung in sicht .', '21November_2011_Monday_heute-5428'}","(378, 378)","[535, 170]",29.411764705882355,9.090909090909093,0.0,0.0,0.0,0.0,0.0,0.0,24.198024197968493,9.09090909085909,74.93799924850464,70.74666023254395,0.3881281912326813,0.2997417449951172
ihnen noch einen schönen abend .,"{'21November_2011_Monday_heute-5437', 'und jetzt wünsche ich ihnen noch einen schönen abend .'}","(379, 379)","[197, 510]",59.999999999999986,3.3059777644317307,57.73502691896257,0.0,55.03212081491043,0.0,51.697315395717055,0.0,67.10526315782786,7.703032415486078,88.73284459114075,64.84714150428772,0.733393132686615,0.10668428987264633
auch morgen in der mitte und im süden gebietsweise stärkere bewölkung .,"{'morgen ist es in der mitte und im süden meist stark bewölkt .', '05March_2011_Saturday_tagesschau-5442'}","(380, 380)","[46, 64]",61.538461538461554,6.920912606335218,50.63696835418334,0.0,45.345503973956546,0.0,40.89601472043678,0.0,63.796178343891675,7.779141104270902,85.40638089179993,66.61791205406189,0.77065110206604,0.25979602336883545
in den östlichen berglagen sowie am alpenrand ist ein wenig schnee möglich .,"{'in der osthälfte sowie an den alpen kann es hier und da etwas schneien .', '05March_2011_Saturday_tagesschau-5443'}","(381, 381)","[34, 287]",26.66666666666667,6.546107295780163,0.0,0.0,0.0,0.0,0.0,0.0,21.213208901589066,11.020735479445866,78.68650555610657,72.03344702720642,0.7368295192718506,0.33580082654953003
morgen reichen die temperaturen von einem grad im vogtland bis neun grad am oberrhein .,"{'05March_2011_Saturday_tagesschau-5447', 'morgen reichen die temperaturen von einem grad im vogtland bis neun grad am oberrhein .'}","(382, 382)","[571, 377]",100.00000000000004,16.666666666666668,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,12.412177985884394,100.0,68.36598515510559,0.9552331566810608,0.25481629371643066
in der südosthälfte deutschlands bleibt es unter leichtem hochdruckeinfluss noch am längsten freundlich aber auch dort kann es später kräftig krachen .,"{'in der südosthälfte deutschlands sorgt das hoch über südosteuropa für längere zeit für freundliches wetter bevor sich später auch dort örtlich heftige gewitter bilden können .', '08June_2010_Tuesday_tagesschau-5521'}","(383, 383)","[117, 586]",30.769230769230774,19.885318151430436,22.18800784900916,0.0,16.008542446897895,0.0,11.556647985416689,0.0,28.769841269777736,20.936957779024322,77.84453630447388,66.67276620864868,0.5352842211723328,0.3004913330078125
in der nordwesthälfte morgen mal sonne mal wolken und immer wieder zum teil kräftige am nachmittag auch gewittrige schauer .,"{'im norden und nordwesten morgen mal sonne mal wolken mit dazu teilweise kräftigen schauern am nachmittag einzelne gewitter .', '08June_2010_Tuesday_tagesschau-5524'}","(384, 384)","[143, 536]",44.939817474462814,9.090909090909093,34.41403527655731,0.0,27.066284514585444,0.0,22.020875635137585,0.0,40.971801601678195,10.027472527418132,85.8454704284668,67.7250862121582,0.542987585067749,0.32758304476737976
donnerstag und freitag ändert sich wenig an diesem wetter .,"{'08June_2010_Tuesday_tagesschau-5529', 'donnerstag und freitag ändert sich noch wenig an diesem wetter .'}","(385, 385)","[496, 304]",90.90909090909088,18.18181818181818,85.28028654224414,0.0,78.56009758726493,0.0,70.16879391277372,0.0,94.80909480903622,20.310633213790656,98.64931106567383,63.968223333358765,0.8711255788803101,0.10859712958335876
die schwüle hitze in dem noch etwas zu und die gewitter können lokal unwetterartig sein .,"{'feuchte warme und sehr heiße luft kann zu heftigen gewittern führen teilweise auch schwere sturmböen .', '08June_2010_Tuesday_tagesschau-5530'}","(386, 386)","[379, 155]",18.75,9.048374180359597,0.0,0.0,0.0,0.0,0.0,0.0,12.499999999949999,9.480909480869641,68.83737444877625,68.7151551246643,0.3591008186340332,0.21131640672683716
und das mit tief ophelia das die kaltluft mit kräftigen schauern richtung mitteleuropa treibt .,"{'die ausläufer eines tiefs bei island überqueren in der nacht und morgen gebietsweise die mitte europas .', '06October_2011_Thursday_heute-5534'}","(387, 387)","[625, 314]",17.647058823529417,27.272727272727277,0.0,0.0,0.0,0.0,0.0,0.0,18.605212355151536,29.417475728090004,66.07598066329956,67.80115365982056,0.19029462337493896,0.14841249585151672
in den alpen wird es dann sogar schneien .,"{'an den alpen regnet es schon kräftig .', '06October_2011_Thursday_heute-5535'}","(388, 388)","[436, 592]",44.12484512922977,6.666666666666667,23.585721816862673,0.0,0.0,0.0,0.0,0.0,46.736502820268875,7.352316192026377,84.02135372161865,68.72873306274414,0.5415995121002197,0.2844944894313812
auch noch verhältnismäßig kühl aber dann sieht es schon nach ein paar sonnigeren und auch deutlich wärmeren tagen aus .,"{'und es wird auch ziemlich kühl aber dann kann sich zumindest in den nächsten tagen langsam die sonne wieder etwas häufiger zeigen und auch wieder wärmer werden .', '17May_2010_Monday_heute-5576'}","(389, 389)","[518, 543]",32.14285714285715,17.182231969774303,18.898223650461368,0.0,11.116196288530931,0.0,0.0,0.0,27.670940170871045,20.075963103619753,78.74478697776794,72.31088876724243,0.6089668273925781,0.25353461503982544
jetzt wünsche ich ihnen noch einen schönen abend .,"{'und jetzt wünsche ich ihnen noch einen schönen abend .', '17May_2010_Monday_heute-5577'}","(390, 390)","[344, 274]",90.0,9.30627225044365,89.44271909999159,0.0,88.79040017426006,0.0,88.01117367933934,0.0,94.21631000572432,11.094564408029663,98.52739572525024,71.40879034996033,0.912156879901886,0.1585139036178589
und nun die wettervorhersage für morgen donnerstag den neunzehnten november .,"{'und nun die wettervorhersage für morgen donnerstag den neunzehnten november .', '18November_2009_Wednesday_tagesschau-5578'}","(391, 391)","[562, 375]",100.00000000000004,4.555807961771006,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,7.36955352340862,100.0,64.49294686317444,0.9614306688308716,0.11880233883857727
mit föhnunterstützung klettern die temperaturen am alpenrand bis zehn grad .,"{'07December_2010_Tuesday_heute-5633', 'ein kleines schneefallgebiet vor allen dingen an den alpen da sinken die temperaturen auf zehn grad .'}","(392, 392)","[320, 436]",29.411764705882355,23.337955174478605,23.483410915693106,0.0,15.433947974965204,0.0,0.0,0.0,32.831518257458555,18.60521235517586,76.66597366333008,71.4597761631012,0.2619371712207794,0.34514912962913513
die wassermassen die da zusammenkommen können überschwemmungen verursachen .,"{'viel wird sich nicht entladen denn die überschwemmungen sind schon in vollem gange .', '06January_2011_Thursday_tagesschau-5641'}","(393, 393)","[495, 573]",21.42857142857143,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,23.92744025331468,12.673035679428043,74.32339191436768,66.23430252075195,0.2656569182872772,0.23509369790554047
am tag ist es im südosten meist stark bewölkt vor allem an den alpen muss mit regen gerechnet werden .,"{'15May_2010_Saturday_tagesschau-5656', 'am tag halten sich in der südosthälfte noch viele wolken die besonders am alpenrand gebietsweise regen bringen .'}","(394, 394)","[181, 636]",19.885318151430436,11.111111111111109,10.230911784236909,0.0,0.0,0.0,0.0,0.0,20.936957779024322,11.11111111106111,75.79210996627808,68.88576149940491,0.6387954354286194,0.20408174395561218
heute nacht acht bis zwei grad wo es für längere zeit aufklart ist bodenfrost möglich .,"{'heute nacht acht bis zweiundzwanzig grad bei aufklaren ist leichter bodenfrost möglich .', '15May_2010_Saturday_tagesschau-5659'}","(395, 395)","[174, 337]",54.96387631047353,19.999999999999996,42.64048680752654,0.0,34.0186460665952,0.0,23.644618856835695,0.0,60.78182107100406,14.704632384121577,84.55082774162292,67.77229905128479,0.6345418691635132,0.24943813681602478
wo es heute nacht aufklart ist leichter frost möglich sonst null bis vier grad .,"{'heute nacht gibt es unter klarem himmel noch hier und da leichten frost sonst werte zwischen null und vier grad .', '21November_2010_Sunday_tagesschau-5672'}","(396, 396)","[211, 146]",42.85714285714285,18.096748360719186,25.3546276418555,0.0,15.012520873927176,0.0,0.0,0.0,42.165242165173034,18.96181896177912,79.05997037887573,70.02692222595215,0.6215532422065735,0.2073921412229538
mittwoch und donnerstag wechselhaft hier und da fällt etwas regen oder schnee der zunehmend auch in den niederungen möglich ist .,"{'21November_2010_Sunday_tagesschau-5676', 'am mittwoch und am donnerstag wechselhaftes wetter mit etwas regen schnee oder schneeregen im höheren bergland schneit es auch weiter .'}","(397, 397)","[69, 261]",42.85714285714285,13.479868923516648,20.701966780270627,0.0,0.0,0.0,0.0,0.0,38.095238095188094,18.618266978926354,79.46919798851013,65.30651450157166,0.5600513219833374,0.1488156020641327
zwischen dem tief bei schottland und dem hoch über südeuropa strömt morgen milde luft zu uns nach deutschland .,"{'zwischen dem hoch das sich über der nordsee bildet und dem hoch über südeuropa strömt morgen mildere luft zu uns .', '24November_2009_Tuesday_tagesschau-5678'}","(398, 398)","[529, 228]",61.90476190476193,8.067401742967988,52.77986629117477,0.0,44.47453406589284,0.0,37.39214909689668,0.0,64.67741935477976,10.155316606925242,88.62776160240173,65.28884172439575,0.5500081181526184,0.2417098432779312
mancherorts werden damit die höchsten temperaturen der woche erwartet .,"{'und da wird es auch tagsüber wieder am wärmsten werden .', '24November_2009_Tuesday_tagesschau-5679'}","(399, 399)","[371, 575]",18.18181818181818,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,18.961818961760375,7.071069633821655,69.09459233283997,66.89306497573853,0.4816330075263977,0.20621159672737122
danach wird es nur etwas kühler .,"{'24November_2009_Tuesday_tagesschau-5680', 'dabei kühlt es weiter ab .'}","(400, 400)","[617, 637]",28.216057496353802,11.942188509563156,0.0,0.0,0.0,0.0,0.0,0.0,30.41144901606695,13.736263736245045,79.57156300544739,71.78357243537903,0.6170858144760132,0.3608742356300354
mit stürmischen böen muss heute nacht vor allem im norden am tag im nordwesten gerechnet werden .,"{'heute nacht besonders im norden am nachmittag in der nordwesthälfte stürmische böen .', '24November_2009_Tuesday_tagesschau-5684'}","(401, 401)","[223, 452]",39.58454126262917,12.500000000000002,26.972318343234708,0.0,16.940969700972012,0.0,0.0,0.0,38.64978902951517,13.741833746286867,79.66795563697815,68.12989115715027,0.4508914351463318,0.2217065989971161
an der nordsee schwere sturmböen .,"{'an der nordsee schwacher bis mäßiger wind .', '24November_2009_Tuesday_tagesschau-5685'}","(402, 402)","[552, 185]",49.99999999999999,13.986904558770089,37.79644730092272,0.0,28.768479133239396,0.0,0.0,0.0,54.94505494498655,18.63833896668398,78.68114113807678,68.04988980293274,0.6425033807754517,0.2194046676158905
auf den bergen sind orkanartige böen möglich .,"{'auf den bergen zum teil orkanartige böen .', '24November_2009_Tuesday_tagesschau-5686'}","(403, 403)","[74, 76]",74.99999999999997,5.092122924029977,56.69467095138407,0.0,37.697372056457695,0.0,0.0,0.0,74.99999999994999,8.799245104987365,84.98256802558899,61.50079369544983,0.5448131561279297,0.21724411845207214
heute nacht elf grad im norden und ein grad an den alpen .,"{'24November_2009_Tuesday_tagesschau-5688', 'heute nacht elf grad im norden und ein grad an den alpen .'}","(404, 404)","[526, 128]",100.00000000000004,11.111111111111109,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,12.280483248156159,100.0,68.2195246219635,0.9241021871566772,0.2721130847930908
am tag zehn grad in der mitte in höheren lagen sechzehn grad im süden .,"{'am tag zehn grad in der mitte und sechzehn grad im süden .', '24November_2009_Tuesday_tagesschau-5689'}","(405, 405)","[352, 59]",79.14497715327147,10.458938416503242,75.19929830849405,0.0,70.64858167894134,0.0,65.26220818377338,0.0,84.85283560656998,11.043153244950044,91.77322387695312,65.90535640716553,0.6981884837150574,0.1906895637512207
am donnerstag vor allem in der nordwesthälfte hier und da sturmböen .,"{'24November_2009_Tuesday_tagesschau-5690', 'am donnerstag regnet es vor allem in der nordwesthälfte dabei ist es sehr windig .'}","(406, 406)","[263, 61]",53.33333333333335,6.69076785648738,43.64357804719847,0.0,35.29172336459797,0.0,29.256127307315065,0.0,57.84832451492483,8.60095976374849,82.58587718009949,66.20326638221741,0.6371109485626221,0.263774037361145
an der nordsee auch gewitter .,"{'24November_2009_Tuesday_tagesschau-5691', 'örtlich sind auch gewitter dabei .'}","(407, 407)","[519, 100]",49.99999999999999,11.409269311835377,31.62277660168379,0.0,0.0,0.0,0.0,0.0,49.99999999995,14.912280701754,79.15255427360535,63.23897838592529,0.33431804180145264,0.27848002314567566
im süden und osten freundliche abschnitte .,"{'24November_2009_Tuesday_tagesschau-5692', 'auch in der südosthälfte zeigt sich gebietsweise die sonne .'}","(408, 408)","[295, 299]",10.000000000000002,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,11.094564407972461,18.638338966616814,60.73486804962158,76.60852670669556,0.3585619330406189,0.4507467746734619
in der westhälfte geht der regen in schauer über in den bergen schneeschauer .,"{'im westen regnet es zum teil kräftig im bergland sind auch schneeschauer dabei .', '30March_2010_Tuesday_tagesschau-5699'}","(409, 409)","[70, 201]",14.285714285714283,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285664286,14.704632384121577,74.88999366760254,64.2727792263031,0.5330203771591187,0.26456212997436523
heute nacht gibt es im norden dichte wolken besonders nördlich einer linie emsland uckermark schauert es .,"{'29August_2011_Monday_tagesschau-5710', 'heute nacht ist es im norden stark bewölkt vor allem in küstennähe gibt es einzelne schauer .'}","(410, 410)","[452, 211]",47.058823529411775,10.73538990107551,34.29971702850177,0.0,19.86841724317928,0.0,0.0,0.0,41.176470588185296,12.126865671619305,76.90837979316711,67.92219877243042,0.45232003927230835,0.13496673107147217
im westen und nordwesten weitgehend trocken hier und da wolkenlücken örtlich bildet sich nebel .,"{'30November_2009_Monday_tagesschau-5750', 'im westen bleibt es am längsten trocken und neben ein paar wolkenfeldern auch klar örtlich bildet sich nebel .'}","(411, 411)","[101, 500]",47.368421052631575,16.601831205132044,36.27381250550059,0.0,28.5289801620969,0.0,23.210911117419965,0.0,51.534102012831305,17.325923504372444,82.41354823112488,68.42313408851624,0.6066123247146606,0.276833713054657
morgen in der südosthälfte weitere zum teil kräftige niederschläge bis in mittlere lagen schnee .,"{'30November_2009_Monday_tagesschau-5751', 'am tag regnet es in der südosthälfte gebietsweise teilweise ist schnee mit dabei .'}","(412, 412)","[175, 374]",33.252242132286526,11.76470588235294,21.824448179147073,0.0,15.460662064609682,0.0,0.0,0.0,34.40104592249361,13.013824884736437,79.04666662216187,68.29082369804382,0.4944669008255005,0.2921987473964691
in der nordwesthälfte teils freundlich teils wolkig und meist trocken .,"{'im übrigen land mal mehr mal weniger wolken und meist trocken .', '30November_2009_Monday_tagesschau-5752'}","(413, 413)","[568, 413]",33.333333333333336,15.384615384615385,30.151134457776372,0.0,26.295358943292957,0.0,21.200626759025184,0.0,34.651847008768485,16.439909296988624,79.17637825012207,60.95113158226013,0.5406227111816406,0.1171533465385437
schwacher bis mäßiger wind aus nord bis west .,"{'der wind weht schwach bis mäßig an der nordsee auch frisch .', '30November_2009_Monday_tagesschau-5753'}","(414, 414)","[271, 625]",24.999999999999996,17.794164509262398,0.0,0.0,0.0,0.0,0.0,0.0,27.47252747245908,19.611650485408884,76.41725540161133,64.27829265594482,0.3624768555164337,0.1767980456352234
am mittwoch eine mischung aus sonne wolken und nebelfeldern im nordwesten hier und da schauer sonst ist es trocken .,"{'03October_2010_Sunday_tagesschau-5770', 'am mittwoch eine mischung aus sonne wolken und nebel im nordwesten einzelne schauer sonst bleibt es trocken .'}","(415, 415)","[180, 143]",74.56994306786414,28.57142857142857,65.70922068016444,14.82498633322202,55.29152680550165,0.0,47.38598227653052,0.0,78.51359167144768,30.411449016037423,92.01726913452148,64.40557837486267,0.6005233526229858,0.25777655839920044
der sternenklare himmel im westen der täuscht denn morgen wird es wieder regnen .,"{'12December_2011_Monday_heute-5800', 'in der westhälfte zeigen sich morgen häufiger die sterne als in der osthälfte .'}","(416, 416)","[434, 84]",28.57142857142857,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,21.42857142852143,7.435039876449127,63.85313272476196,67.68401861190796,0.2788660526275635,0.3668896555900574
im westen allerdings nimmt die bewölkung später zu und es beginnt zu regnen .,"{'12December_2011_Monday_heute-5804', 'aber im westen werden die wolken schon dichter und es fängt an zu regnen .'}","(417, 417)","[523, 240]",53.33333333333335,27.145122541078788,39.03600291794134,0.0,22.715856181971898,0.0,0.0,0.0,55.04167347600174,28.442728442688605,82.87151455879211,69.7158932685852,0.7295981049537659,0.24820758402347565
in den bergen anfangs ist auch schnee dabei .,"{'12December_2011_Monday_heute-5805', 'im bergland anfangs auch schnee .'}","(418, 418)","[456, 99]",40.435377314175575,18.18181818181818,22.147368276206617,0.0,0.0,0.0,0.0,0.0,49.52380952380168,18.961818961760375,85.09789109230042,70.62152028083801,0.6710183620452881,0.2853052020072937
