text_ids,same_indices,random_indices,same_scores_i2t,different_scores_i2t
And now the weather forecast for tomorrow Friday the twenty -four July,"(496, 496)","[160, 230]",72.00785636901855,48.43319797515869
The moped warm air is replaced by cooler sea air,"(497, 497)","[276, 63]",62.62838935852051,41.34886693954468
This goes hand in hand with sometimes storm -like thunderstorms,"(498, 498)","[561, 15]",55.55766010284424,41.848801612854004
"In Saxony, too, it will continue to rain heavily","(499, 499)","[259, 459]",71.06665325164795,26.85448980331421
Especially in the east of Germany it can rain or snow a little,"(500, 500)","[350, 268]",72.06928634643555,43.76628875732422
"Tonight, individual thunderstorms are possible in the south, otherwise only here and since rain is formed in places in places","(501, 501)","[366, 31]",69.32396984100342,38.94451951980591
Later it is usually dry,"(502, 502)","[397, 77]",77.86596775054932,44.30330038070679
Good evening dear spectators,"(503, 503)","[196, 220]",81.9743595123291,21.065335273742676
The weather in Europe has a lot to offer,"(504, 504)","[21, 508]",55.641066551208496,35.53740215301514
The storm front tonight over the east and initially also individual storm -like thunderstorms,"(505, 505)","[605, 580]",67.78328704833984,44.393425941467285
Either on the teletext or on the Internet,"(506, 506)","[153, 596]",54.70210313796997,37.78801441192627
With the slightly cooler air up to twenty -four degrees in the north half,"(507, 507)","[195, 377]",53.76314640045166,32.72270488739014
in the south or in the middle also up to twenty -seven degrees,"(508, 508)","[54, 166]",85.29181861877441,14.566147804260254
The weather in parts of Europe will definitely be determined by an extensive low pressure area in the next two days,"(509, 509)","[515, 83]",79.2829761505127,33.735979080200195
"On the Baltic Sea coast, minus two on the edge of the Alps up to minus fifteen degrees","(510, 510)","[610, 341]",78.50361919403076,23.306012392044067
On Friday the weather calms down again,"(511, 511)","[583, 558]",64.13794994354248,29.98523235321045
In the rest of the areas a lot of sun and only a few loose clouds,"(512, 512)","[20, 343]",85.40377044677734,35.73697280883789
"During the day, dense clouds stay from the southeast of which a few snowflakes fall","(513, 513)","[53, 137]",60.0426025390625,38.55406665802002
And it is usually snowing up from Saarland to Berlin in the afternoon.,"(514, 514)","[266, 520]",61.479671478271484,41.444580078125
"And now the weather forecast for tomorrow Wednesday, nineteenth January","(515, 515)","[20, 261]",86.8509464263916,29.435997486114502
The sun can rarely prevail against the clouds,"(516, 516)","[602, 434]",65.86320972442627,38.046024322509766
"There is also a lot of clouds or fog in the south, but rain rarely falls there","(517, 517)","[230, 93]",77.4493293762207,37.870790004730225
In the direction of Lake Constance it can snow into the lowlands,"(518, 518)","[561, 117]",62.32290172576904,35.03204011917114
"In the far southeast and between the North Sea and the Moselle, it is usually dry","(519, 519)","[425, 249]",57.190561294555664,48.45104217529297
"But first you still have to be expected with rains and thunderstorms that can be stormy, especially in the south and east","(520, 520)","[338, 204]",70.45758056640625,31.38666296005249
The German Weather Service has issued corresponding warnings,"(521, 521)","[386, 165]",61.41286754608154,51.542701721191406
Tonight temperatures of ten degrees in the Eifel up to eighteen in Lusatia,"(522, 522)","[488, 122]",81.4534330368042,39.09155559539795
The sun can also be seen towards the southwest and northeast,"(523, 523)","[302, 398]",57.11650085449219,37.823015213012695
And now the weather forecast for tomorrow Thursday the thirty -one March,"(524, 524)","[33, 591]",87.38816833496094,30.172486305236816
On the day twelve degrees on the Baltic Sea and up to twenty degrees in Lower Bavaria,"(525, 525)","[552, 17]",87.10850238800049,37.154595375061035
"Even on Monday there are more clouds than the sun, sometimes it rains longer and thunderstorms are also strong","(526, 526)","[251, 359]",82.39259338378906,20.57050585746765
In between it is friendlier,"(527, 527)","[327, 214]",77.07187080383301,40.113054275512695
"Apart from the thunderstorms, the wind blows weak to moderately on the coast","(528, 528)","[547, 613]",79.91807079315186,43.65828227996826
Little changes on Saturday and Sunday,"(529, 529)","[141, 478]",79.0612621307373,34.093597412109375
It can still snow slightly in the next few hours in Saxony or on the edge of the Alps and in Bavaria,"(530, 530)","[202, 66]",87.7283763885498,26.55408239364624
It stays cold again on Saturday until maximum temperatures minus ten degrees,"(531, 531)","[272, 107]",86.2319803237915,30.2714204788208
The showers and thunderstorms in the north sound on the night on the Alps.,"(532, 532)","[331, 185]",58.5795783996582,24.785240173339844
"And now the weather forecast for tomorrow Friday, twenty -five June","(533, 533)","[307, 292]",82.32551574707031,41.41584777832031
On Monday it is usually very cloudy here and there it rains,"(534, 534)","[433, 300]",63.27319049835205,49.30816459655762
"In the mountainous country, sometimes snow on the Alps, rain or snow for a long time","(535, 535)","[600, 392]",71.8682804107666,43.025824546813965
On Tuesday changeable weather,"(536, 536)","[14, 636]",71.33263397216797,48.38383436203003
"Especially in the southwest half, fog towards the northeast also forms cloud gaps","(537, 537)","[235, 465]",68.42571830749512,28.616909980773926
There will still be slight snowfall on the edge of the Alps tomorrow,"(538, 538)","[92, 227]",57.179025650024414,31.35898208618164
The wind usually blows weakly from east to northeast,"(539, 539)","[600, 300]",70.20154666900635,45.58633041381836
Tomorrow the temperatures of twenty -two degrees on the Baltic Sea to thirty -two degrees on the Upper Rhine range,"(540, 540)","[542, 39]",84.68339347839355,46.96372175216675
Good evening dear spectators,"(541, 541)","[240, 32]",80.1231689453125,39.196274280548096
mostly friendly and mostly dry on Saturday,"(542, 542)","[103, 279]",64.97311592102051,31.632376194000244
Dense clouds and territories are only available in the northwest,"(543, 543)","[510, 72]",60.999006271362305,28.565423488616943
There are also a few snowflakes,"(544, 544)","[175, 102]",63.88583469390869,36.1579270362854
During the day it is usually very cloudy or foggy cloudy,"(545, 545)","[207, 500]",77.19194030761719,41.34930086135864
tonight eleven degrees in Lower Bavaria and up to one degree in the northern low mountain ranges,"(546, 546)","[354, 244]",85.83560943603516,44.86941146850586
Germany lies between one deep in Ireland and a Mediterranean high,"(547, 547)","[332, 47]",60.48835372924805,28.47089195251465
"This steers the high air in the southeast of the deep, which is only moderately warm sea air in the northwest","(548, 548)","[375, 401]",72.1679801940918,49.594746589660645
At the air mass border there are partially heavy and steady rainfall,"(549, 549)","[581, 454]",61.90508842468262,32.64496946334839
And they are spreading from Rhineland Palatinate and Baden Württemberg to Thuringia tonight,"(550, 550)","[529, 231]",64.20260429382324,37.37653970718384
On Friday it is very cloudy near the coasts and partly in the very south,"(551, 551)","[541, 27]",77.55702209472656,35.47971725463867
Otherwise it's quite friendly,"(552, 552)","[641, 572]",80.7802734375,29.35292148590088
Otherwise it will mostly become friendly,"(553, 553)","[28, 11]",66.28178405761719,39.76562309265137
"The thunderstorms can be stormy, especially in the south","(554, 554)","[404, 214]",68.24668884277344,25.831520795822144
Tonight spread from northwest rains to the middle,"(555, 555)","[424, 24]",72.6679515838623,32.1275577545166
And now the weather forecast for tomorrow Thursday the twenty -sixth November,"(556, 556)","[416, 322]",85.54291915893555,26.4273521900177
A little less mild air flows from the Atlantic to us,"(557, 557)","[291, 361]",83.00240707397461,38.40972423553467
On Friday changeable shower weather,"(558, 558)","[558, 46]",74.77500915527344,37.104023456573486
Short thunderstorms are possible in the northwest,"(559, 559)","[120, 242]",60.95804405212402,23.41307759284973
"Tomorrow due to this weather conditions of the north, it will be favored with a relatively large amount of sun mainly on the North Sea","(560, 560)","[36, 566]",71.55643081665039,20.203947067260742
"In the southwest it is at first it is still friendly, otherwise it rains from time to time every now and then","(561, 561)","[341, 400]",60.40542793273926,27.041369915008545
On and from Friday it ensures that it snows more with us,"(562, 562)","[514, 95]",68.55887222290039,37.91637182235718
Also at the weekend it snows at times,"(563, 563)","[321, 563]",80.09215354919434,28.00869846343994
It remains windy,"(564, 564)","[564, 444]",76.12134838104248,51.52883291244507
Very windy weather on Tuesday rain snow and porridge showers,"(565, 565)","[87, 183]",79.01581382751465,38.36191272735596
In the south it rains or snows longer,"(566, 566)","[591, 297]",74.91398429870605,43.914236068725586
And now the weather forecast for tomorrow Saturday the twenty -sixth January,"(567, 567)","[213, 157]",82.77069282531738,39.87112617492676
And now the weather forecast for tomorrow Monday the twenty -four January two thousand elf,"(568, 568)","[633, 354]",82.37434196472168,40.49895763397217
Dear viewers good evening,"(569, 569)","[520, 505]",80.8771915435791,62.158979415893555
"Northeast of the Elbe tomorrow, local minus one on the Upper Rhine to plus eight degrees","(570, 570)","[534, 549]",80.39362239837646,59.315476417541504
It is most likely to seem here in the eastern half and also on the edge of the Alps and then later in the southwest,"(571, 571)","[618, 21]",77.47924327850342,20.984819412231445
"And especially in the northwest, the sun can come out with a fresh north to the northeast wind","(572, 572)","[150, 463]",67.89866352081299,36.32792091369629
Saturday also falls snow,"(573, 573)","[182, 410]",52.6574068069458,24.333317279815674
Sometimes a bit of snow in the northwest,"(574, 574)","[551, 505]",51.34347152709961,32.500423431396484
"Deep air pressure ensures rainfall, which are sometimes long -lasting and productive","(575, 575)","[535, 473]",70.51225471496582,39.000765800476074
"Yes, the rain in the west moves on that night. As I said","(576, 576)","[555, 194]",61.81022644042969,42.99321365356445
And now the weather forecast for tomorrow Wednesday the twelfth January,"(577, 577)","[92, 532]",84.73542404174805,20.049851417541504
"At night, snow or freezing rain is possible in the northeast in Eastern Bavaria and in the mountain country","(578, 578)","[174, 13]",71.99315643310547,46.51782035827637
In the south the day is partly friendly,"(579, 579)","[311, 532]",77.05499458312988,22.30516004562378
Later there are also clouds with a little rain,"(580, 580)","[301, 398]",77.18960380554199,37.970261573791504
The wind blows weak to moderately from south to southwest,"(581, 581)","[105, 586]",59.510687828063965,32.53527069091797
There are more clouds than the sun in the north and the east drops are only occasionally,"(582, 582)","[228, 155]",66.21172904968262,33.415714740753174
And now the weather forecast for tomorrow Wednesday the thirtieth March,"(583, 583)","[568, 589]",81.7905101776123,37.02900505065918
On the North Sea fifteen on the Hochrhein tomorrow up to twenty -three degrees,"(584, 584)","[109, 575]",83.618896484375,57.77884578704834
"In the north and in the middle, the night is usually clearly raining in the south","(585, 585)","[441, 471]",83.49977493286133,31.794252395629883
The rain moves towards Main during night,"(586, 586)","[616, 364]",43.61207628250122,38.41650676727295
Tonight there is also Showers on the North Sea short thunderstorms,"(587, 587)","[541, 341]",79.33325099945068,28.45833158493042
"In the southwestern half tomorrow, partly clouds, partly long time sunshine","(588, 588)","[465, 273]",65.71329307556152,37.949763774871826
The North Germans already know it today but it will now also meet the southern Germans,"(589, 589)","[23, 615]",65.23902320861816,22.590406894683838
The linch and focal point is this low pressure area above the North Atlantic It will ultimately send us the rain to northern Germany but then more and more in the middle tonight,"(590, 590)","[188, 150]",65.48155212402344,39.73774194717407
And there is a new low that will reach us tomorrow evening then on the North Sea partly with heavy gusts of wind,"(591, 591)","[98, 256]",56.73240661621094,27.0426983833313
The nights will be very warm at the moment,"(592, 592)","[517, 416]",69.80888748168945,31.123198986053467
Sometimes not under twenty degrees in some cities,"(593, 593)","[151, 629]",59.143877029418945,45.670878410339355
Atlantic deep runners bring us about rainfalls and sometimes stormy winds throughout the week,"(594, 594)","[379, 72]",70.37691116333008,34.41895866394043
"During the day, clouds dense but also gaps on the northwest sides of the mountains can rain or snow for a long time","(595, 595)","[431, 385]",75.58913993835449,33.476487159729004
In the evening partly down to deeper locations,"(596, 596)","[510, 125]",58.87124061584473,48.08567667007446
There are also isolated porridge showers or short thunderstorms,"(597, 597)","[264, 155]",70.22025203704834,44.18263339996338
On Sunday the wind puts on the northwest clouds and some rain,"(598, 598)","[368, 163]",81.0251522064209,31.53124237060547
on Monday mostly dry with a mixture of sun and clouds,"(599, 599)","[470, 224]",81.85091876983643,43.408830642700195
Hello and good evening,"(600, 600)","[328, 222]",81.72536849975586,25.653354167938232
Rainy days with us in Germany and therefore the location on some rivers in the east still tense,"(601, 601)","[333, 122]",79.49914932250977,18.156880855560303
On the Rhine there will be at least fifteen to a maximum of seventeen degrees,"(602, 602)","[21, 250]",73.84792518615723,33.91071605682373
"On Sunday, the weather is sometimes inconsistent, sometimes heavy rainfalls, sometimes thunderstorms","(603, 603)","[17, 235]",84.03755760192871,29.853346824645996
They bring strong shower and thunderstorms,"(604, 604)","[470, 357]",73.05355453491211,45.333938121795654
The air that flows to us in the coming days is then colder,"(605, 605)","[458, 368]",67.65502643585205,28.25252914428711
It remains changeable,"(606, 606)","[409, 142]",63.0089054107666,25.831696033477783
During the day it is friendly in the west otherwise sun and denser clouds alternately here and there are individual shower,"(607, 607)","[350, 114]",80.25118923187256,32.11792469024658
Thunderstorms are possible in the east and southeast,"(608, 608)","[590, 593]",87.97867584228516,13.173856258392334
On Sunday it will be more inconsistent with individual showers and thunderstorms that can be local violent,"(609, 609)","[7, 291]",78.88877487182617,25.718884706497192
The new week starts changeable and a little cooler,"(610, 610)","[375, 581]",78.65651321411133,23.26361656188965
From the west we reach a new Atlantic low with sometimes heavy rains and violent thunderstorms,"(611, 611)","[139, 263]",68.10075759887695,33.45724439620972
In the south it will remain quite friendly and warm under the influence of high pressure tomorrow,"(612, 612)","[294, 570]",84.81790924072266,27.651283740997314
Tonight spreads from the west rain from which can be partly productive,"(613, 613)","[35, 239]",66.21681594848633,45.339555740356445
Tomorrow summer hot thirty degrees in the Emsland cool sixteen degrees,"(614, 614)","[42, 151]",69.75796508789062,29.782413959503174
"And now the weather forecast for tomorrow Tuesday, January fifth","(615, 615)","[331, 290]",76.46975421905518,25.243802070617676
"In the north of moderate wind on the coasts, it sometimes blows fresh","(616, 616)","[382, 572]",80.84151649475098,21.430697441101074
weak wind in the south,"(617, 617)","[524, 470]",62.62312889099121,41.55257987976074
Tonight minus two degrees on the North Sea and up to minus twenty degrees in individual alpine valleys,"(618, 618)","[455, 272]",68.52513313293457,46.25850534439087
So the temperatures in the west again between about eighteen and twenty -three degrees in the east are only twelve to seventeen degrees,"(619, 619)","[302, 120]",88.04301643371582,44.150075912475586
The northwest wind blows weakly to moderately in the northeastern half of the eastern lowlands of the eastern low mountain range,"(620, 620)","[476, 607]",52.03687858581543,29.994454860687256
In the further course the rain spreads east then it becomes friendly in the west,"(621, 621)","[176, 291]",69.9304256439209,30.599732398986816
Fresh wind in the west and northwest,"(622, 622)","[445, 639]",61.499711990356445,29.807991981506348
And the weather there is at least there in the morning sunshine,"(623, 623)","[340, 200]",61.08322715759277,34.92366981506348
In the afternoon there are strong thunderstorms here in Bavaria,"(624, 624)","[561, 357]",62.79664421081543,23.525997400283813
"And now the weather forecast for tomorrow Monday, twelfth April","(625, 625)","[495, 434]",80.26302528381348,31.72766876220703
The snow border drops to six hundred to three hundred meters,"(626, 626)","[146, 613]",69.70427227020264,33.074849128723145
And that will change that on Wednesday at minus nine to minus one degree,"(627, 627)","[413, 224]",69.10250282287598,29.66750144958496
So tomorrow we have maximum temperatures in Central Europe from eighteen to twenty -six degrees,"(628, 628)","[427, 149]",80.22564792633057,46.391295433044434
So east over Eastern Europe still warm with around twenty -five degrees,"(629, 629)","[277, 525]",82.57915306091309,39.571499824523926
"And now the weather forecast for tomorrow Monday, twenty -five January","(630, 630)","[35, 568]",87.95525741577148,33.82137489318848
There will be windy there on Tuesday there are individual showers,"(631, 631)","[25, 364]",62.957722663879395,35.45333480834961
In the south and southwest in areas otherwise risen quite friendly,"(632, 632)","[639, 411]",71.21956062316895,35.768388748168945
In the course of the weekend it becomes more and more dry cold but it remains,"(633, 633)","[140, 348]",78.5609769821167,25.587000846862793
And now the weather forecast for tomorrow Saturday the twelfth September,"(634, 634)","[347, 51]",85.59973621368408,36.31091785430908
Relatively cool air flows to us in Germany,"(635, 635)","[502, 320]",72.5751724243164,35.198222160339355
"Initially, deep exporters only reach us in a weakened form","(636, 636)","[108, 330]",64.7967300415039,30.743741035461426
Otherwise a change from sun and clouds,"(637, 637)","[460, 22]",82.54192924499512,19.792041778564453
The wind blows weakly to moderately on the North Sea and in the mountain country also a fresh wind,"(638, 638)","[437, 10]",78.61972999572754,41.07636737823486
The values are between fourteen and seven degrees tonight,"(639, 639)","[435, 489]",83.90873622894287,39.7427453994751
"On Sunday, especially in the southeastern half, the sun usually prevails again","(640, 640)","[323, 316]",68.77696800231934,25.074023485183716
Tonight nineteen to fifteen degrees in the southeast to twelve degrees,"(641, 641)","[8, 600]",80.47148132324219,40.93851041793823
