text_ids,video_ids,same_indices,random_indices,same_scores_i2t,different_scores_i2t
We are used to the lottery.,S002595_P0007_T00,"(446, 446)","[437, 345]",66.6234073638916,39.564510345458984
Some writers have never written novels and never draft.,S002607_P0000_T00,"(447, 447)","[300, 194]",63.41110420227051,39.13024139404297
Some writers have never written novels and never draft.,S002607_P0002_T00,"(448, 448)","[449, 697]",63.41110420227051,24.087390422821045
This person is really lying without draft.,S002608_P0000_T00,"(449, 449)","[478, 246]",70.15764045715332,45.61544990539551
This person is really lying without draft.,S002608_P0002_T00,"(450, 450)","[728, 768]",70.15764045715332,28.77132272720337
Pay attention to your own words and deeds in public.,S002646_P0000_T00,"(451, 451)","[587, 401]",57.99660778045654,38.23475694656372
He repeatedly checked it several times before submitting the answer.,S002656_P0002_T00,"(452, 452)","[301, 199]",76.50706481933594,31.893593788146973
"For what life is, different people will have different answers.",S002660_P0002_T00,"(453, 453)","[620, 556]",79.8910140991211,38.19572067260742
"The answer to this question is simple, but the truth behind it is deep.",S002668_P0002_T00,"(454, 454)","[446, 501]",78.98490524291992,36.61945629119873
The heavy rain made my mood bad.,S002677_P0000_T00,"(455, 455)","[153, 824]",67.07026672363281,40.995511054992676
"Too coincidentally, I live near this.",S002687_P0002_T00,"(456, 456)","[1109, 729]",65.74907493591309,33.27480697631836
Didn't you find a tailor shop? It should be right nearby.,S002689_P0002_T00,"(457, 457)","[220, 791]",65.53063201904297,43.072214126586914
I hope that every customer can enjoy our best service.,S002702_P0002_T00,"(458, 458)","[1052, 844]",65.87405776977539,33.41445302963257
The new dishes we have recently launched are not welcomed by customers.,S002706_P0002_T00,"(459, 459)","[11, 921]",79.55125999450684,44.233208656311035
There are various products in the supermarket for customers to choose from.,S002709_P0002_T00,"(460, 460)","[595, 151]",70.14080429077148,24.278279304504395
The products launched by this store can always meet the needs of customers.,S002710_P0002_T00,"(461, 461)","[32, 510]",65.47061729431152,29.98527240753174
"He has come into contact with various people, so he can create excellent works.",S002744_P0002_T00,"(462, 462)","[271, 397]",78.32132530212402,40.810139656066895
His dream was to build a financial empire.,S002762_P0000_T00,"(463, 463)","[836, 16]",66.37910270690918,51.08893299102783
He made a lot of wealth from the financial market.,S002763_P0002_T00,"(464, 464)","[304, 1099]",73.73676109313965,42.86465263366699
"Everyone should be careful of financial fraud, and do not be fooled because of greed.",S002764_P0002_T00,"(465, 465)","[356, 771]",69.77748489379883,36.16301727294922
This is really a wonderful final!,S002785_P0002_T00,"(466, 466)","[248, 498]",73.02048301696777,52.56544876098633
He had a major mistake in the final.,S002790_P0002_T00,"(467, 467)","[69, 760]",76.5396957397461,35.4097957611084
This KFC has been opened for ten years.,S002794_P0000_T00,"(468, 468)","[1089, 60]",72.58254909515381,34.344858169555664
KFC business downstairs is particularly good.,S002804_P0000_T00,"(469, 469)","[274, 956]",43.28480911254883,44.57533931732178
The teacher's teaching level is very high.,S002810_P0002_T00,"(470, 470)","[894, 624]",79.27043914794922,38.87602996826172
Teachers like students who are studying seriously.,S002820_P0002_T00,"(471, 471)","[313, 661]",64.68897724151611,31.124871253967285
Teachers meet every Friday afternoon.,S002824_P0002_T00,"(472, 472)","[1143, 1116]",66.94418907165527,47.0280556678772
"You don't need to give me any gift, it is enough to have this heart.",S002828_P0000_T00,"(473, 473)","[985, 929]",66.87199783325195,44.38809871673584
He published a lot of papers.,S002848_P0000_T00,"(474, 474)","[132, 190]",65.00781631469727,53.67862844467163
This paper was highly praised by the teacher.,S002852_P0002_T00,"(475, 475)","[375, 253]",63.145503997802734,52.25214385986328
He was discovered by the boss at work.,S002862_P0000_T00,"(476, 476)","[305, 176]",68.21131420135498,41.066524028778076
"When he woke up, he found himself in the hospital.",S002864_P0002_T00,"(477, 477)","[200, 1145]",73.54386615753174,59.69693374633789
my country's economy has been developing forward at a high speed.,S002878_P0002_T00,"(478, 478)","[866, 1092]",64.94270133972168,48.47890663146973
"I don't oppose you to play games, but you must control the time.",S002886_P0002_T00,"(479, 479)","[762, 783]",70.46710014343262,45.84043836593628
You should learn to listen to those opposition.,S002898_P0002_T00,"(480, 480)","[229, 815]",79.61795711517334,31.329482078552246
My suggestion was denied.,S002899_P0002_T00,"(481, 481)","[893, 495]",57.454505920410156,35.59469985961914
Self -denial need to pay great courage.,S002909_P0002_T00,"(482, 482)","[715, 216]",74.88507175445557,30.19182586669922
It is normal for someone to sing anti -tuning. Everyone supports it.,S002937_P0000_T00,"(483, 483)","[1057, 1002]",53.93562698364258,29.499313354492188
You only know that singing anti -tuning and never put forward any good opinions.,S002942_P0000_T00,"(484, 484)","[801, 189]",76.68477249145508,28.322704315185547
This game has a anti -addiction system.,S002947_P0002_T00,"(485, 485)","[1058, 259]",74.53548431396484,32.00985813140869
"Since he was obsessed with the game, his academic performance has plummeted.",S002951_P0002_T00,"(486, 486)","[643, 843]",62.61591911315918,27.507014751434326
The beautiful scenery made me addicted.,S002958_P0002_T00,"(487, 487)","[1084, 851]",72.09139633178711,57.34565830230713
The teacher finally admits that I am correct.,S002970_P0002_T00,"(488, 488)","[331, 780]",68.11362838745117,47.0616979598999
"My hand was injured, and I couldn't eat anything for a while.",S002991_P0002_T00,"(489, 489)","[527, 566]",55.57577133178711,34.926947593688965
"When you meet for the first time, you will be bad when you are late.",S002998_P0002_T00,"(490, 490)","[260, 941]",66.04699897766113,40.230366706848145
"You are late for three minutes, so you have to make three cups of alcohol.",S003002_P0000_T00,"(491, 491)","[1142, 864]",69.8197021484375,43.6262788772583
"After dressing up, he was like a person compared with before.",S003016_P0000_T00,"(492, 492)","[1121, 293]",55.541171073913574,48.46846580505371
He hasn't realized that he has offended a lot of people.,S003026_P0000_T00,"(493, 493)","[123, 720]",73.60886764526367,29.76864194869995
"In order to avoid heavy rain, he ran into the supermarket.",S003031_P0000_T00,"(494, 494)","[967, 587]",72.30886459350586,41.335275173187256
"Since it is difficult to avoid difficulties, then solve it.",S003033_P0000_T00,"(495, 495)","[744, 1105]",77.59149551391602,42.2152419090271
I lowered my head to avoid the dazzling sun.,S003036_P0000_T00,"(496, 496)","[1157, 959]",56.15011692047119,42.543503761291504
"Don't worry me, be careful of me and you turn your face!",S003046_P0000_T00,"(497, 497)","[916, 516]",72.82651329040527,33.482428550720215
"It turns out that you are his son, no wonder you look so familiar.",S003065_P0000_T00,"(498, 498)","[189, 716]",62.67458534240723,31.598587036132812
This can of this can of eight treasure porridge has expired.,S003076_P0000_T00,"(499, 499)","[1067, 10]",75.66254615783691,32.87498474121094
The two fire extinguishers in the corridor have expired.,S003078_P0002_T00,"(500, 500)","[1075, 222]",70.57388496398926,30.46479606628418
Grandpa reads the newspaper every day to understand the major events in the world.,S003092_P0002_T00,"(501, 501)","[1035, 613]",73.29082298278809,31.8296537399292
Long -term inhalation of this substance can easily cause abortion in pregnant women.,S003101_P0000_T00,"(502, 502)","[843, 129]",63.49239444732666,32.31033229827881
I feel disgusting when I see you now!,S003131_P0001_T00,"(503, 503)","[1045, 110]",72.63735008239746,44.71334981918335
I feel disgusting when I see you now!,S003131_P0002_T00,"(504, 504)","[390, 491]",72.63735008239746,57.33675956726074
Get away your disgusting look.,S003140_P0000_T00,"(505, 505)","[1066, 1050]",47.354915618896484,30.674927711486816
"Online payment is convenient and fast, and is loved by young people.",S003146_P0000_T00,"(506, 506)","[1103, 526]",56.3467903137207,33.597551345825195
"Online payment is convenient and fast, and is loved by young people.",S003146_P0002_T00,"(507, 507)","[443, 102]",56.3467903137207,48.16262435913086
The advantage of tablet computers is that it is easy to carry.,S003151_P0000_T00,"(508, 508)","[539, 883]",61.6541748046875,31.319528579711914
The advantage of tablet computers is that it is easy to carry.,S003151_P0002_T00,"(509, 509)","[571, 538]",61.6541748046875,40.58508110046387
He always gives convenience to others and leaves difficulties to himself.,S003154_P0000_T00,"(510, 510)","[51, 435]",71.60519027709961,44.53888988494873
He always gives convenience to others and leaves difficulties to himself.,S003154_P0001_T00,"(511, 511)","[2, 954]",71.60519027709961,31.121192932128906
The two of you won the first prize and second prize.,S003157_P0000_T00,"(512, 512)","[857, 983]",62.26331424713135,53.9428768157959
The nature of these two things is different and treat them separately.,S003159_P0001_T00,"(513, 513)","[329, 1000]",60.187692642211914,35.37344312667847
The nature of these two things is different and treat them separately.,S003159_P0002_T00,"(514, 514)","[1022, 475]",60.187692642211914,37.34396553039551
What are the benefits and disadvantages of this matter?,S003162_P0000_T00,"(515, 515)","[12, 303]",49.9606294631958,33.44844913482666
There is no difference between high and low and low and low.,S003170_P0001_T00,"(516, 516)","[438, 1122]",56.93628978729248,44.96197032928467
I was ashamed to see my mother's expectation.,S003181_P0001_T00,"(517, 517)","[1105, 99]",65.29321670532227,36.892112731933594
I was ashamed to see my mother's expectation.,S003181_P0002_T00,"(518, 518)","[302, 866]",65.29321670532227,41.815242767333984
His efforts made us all ashamed.,S003186_P0001_T00,"(519, 519)","[1038, 748]",70.31066131591797,30.609118461608887
"This time I failed, and I failed thoroughly.",S003192_P0000_T00,"(520, 520)","[831, 557]",73.8424243927002,40.55331802368164
"I only have a rough plan, and the details have not been determined.",S003206_P0000_T00,"(521, 521)","[1133, 897]",71.63571166992188,46.73923063278198
"I only have a rough plan, and the details have not been determined.",S003206_P0001_T00,"(522, 522)","[61, 268]",71.63571166992188,43.67108631134033
He has little social experience and his thoughts are very simple.,S003219_P0000_T00,"(523, 523)","[580, 685]",61.99886894226074,42.66365337371826
He has little social experience and his thoughts are very simple.,S003219_P0002_T00,"(524, 524)","[457, 1084]",61.99886894226074,45.63301706314087
He wrote his mobile phone number on the napkin paper to me.,S003225_P0000_T00,"(525, 525)","[677, 186]",71.08141994476318,50.273316860198975
"When I arrived at the station, I found out that I forgot the ticket at home.",S003237_P0002_T00,"(526, 526)","[953, 23]",82.6046142578125,37.40047883987427
Excellent grades are the results of his accumulation.,S003244_P0000_T00,"(527, 527)","[223, 718]",63.9474983215332,46.301453590393066
"If you don't work hard, how can you achieve good results?",S003246_P0002_T00,"(528, 528)","[1045, 723]",84.11271286010742,28.544935703277588
"Looking at my transcript, my mother's expression suddenly became serious.",S003248_P0002_T00,"(529, 529)","[509, 1159]",66.75511264801025,43.63252067565918
The leader fully affirmed his achievements in his work.,S003250_P0000_T00,"(530, 530)","[593, 614]",63.35468101501465,45.299588203430176
You must work strictly in accordance with the production procedures.,S003256_P0002_T00,"(531, 531)","[210, 1164]",77.61058807373047,42.68360710144043
Our company has a set of strict procedures.,S003258_P0002_T00,"(532, 532)","[542, 656]",81.28522491455078,44.138733863830566
There are more and more foreign products exported to foreign countries.,S003267_P0002_T00,"(533, 533)","[638, 587]",59.086172103881836,43.28080701828003
Where is the exit of the museum?,S003269_P0002_T00,"(534, 534)","[351, 67]",62.67321014404297,42.72136831283569
There are many agricultural products in my country.,S003276_P0002_T00,"(535, 535)","[853, 696]",70.72022342681885,34.414692878723145
Why can't I find the prescription given to me by the doctor?,S003289_P0002_T00,"(536, 536)","[12, 486]",47.506407737731934,38.89520597457886
"Reading is to learn knowledge, and you cannot just start with interest.",S003294_P0002_T00,"(537, 537)","[49, 541]",63.04405975341797,43.68908071517944
He is unwilling to live this monotonous life.,S003323_P0000_T00,"(538, 538)","[39, 1044]",63.2071008682251,46.68066453933716
A person named Wang just called you.,S003338_P0000_T00,"(539, 539)","[227, 400]",59.97300148010254,45.02759265899658
His words just now are contradictory and make people feel strange.,S003340_P0002_T00,"(540, 540)","[556, 954]",72.48813438415527,36.116153717041016
You should learn to overcome your shy mood.,S003353_P0000_T00,"(541, 541)","[712, 58]",55.56990337371826,44.32374811172485
He seized the opportunity in time and succeeded.,S003371_P0002_T00,"(542, 542)","[1056, 856]",48.57563781738281,27.6932156085968
"Although he knew it was illegal, he was lucky and eventually made a big mistake.",S003381_P0000_T00,"(543, 543)","[432, 187]",63.051536560058594,31.2988338470459
"Don't be humble, your success is not able to explain it with luck.",S003382_P0002_T00,"(544, 544)","[260, 146]",80.05356121063232,37.303951263427734
There is no fluke before the huge gap.,S003385_P0000_T00,"(545, 545)","[1065, 208]",47.596309661865234,34.49314594268799
"Seeing that everyone was blank, the teacher had to talk easier.",S003402_P0000_T00,"(546, 546)","[854, 1023]",73.53766441345215,52.42402362823486
"I have been confused about this problem, but I suddenly figured it out just now.",S003406_P0002_T00,"(547, 547)","[421, 213]",57.335411071777344,37.315109729766846
"I was fired by the boss, and my good friend comforted me.",S003410_P0002_T00,"(548, 548)","[632, 123]",57.98403739929199,37.691022872924805
The teacher comforted for a long time before she stopped crying.,S003418_P0002_T00,"(549, 549)","[819, 732]",81.54820823669434,33.16154336929321
"After the equipment is installed, it can be used.",S003424_P0000_T00,"(550, 550)","[998, 810]",71.77656936645508,31.572194576263428
Only by understanding each other can we have a full grasp of success.,S003455_P0000_T00,"(551, 551)","[103, 185]",71.15636157989502,39.3975772857666
They have quarreled many times for moving.,S003469_P0002_T00,"(552, 552)","[177, 356]",67.52847480773926,35.502344608306885
"He was noisy, and his neighbors wanted him to move.",S003471_P0002_T00,"(553, 553)","[476, 366]",61.98016357421875,33.92657423019409
We must help him with poor learning classmates.,S003491_P0002_T00,"(554, 554)","[1021, 404]",81.89135360717773,33.86405277252197
my country's education system includes basic education and vocational education.,S003494_P0000_T00,"(555, 555)","[624, 1119]",76.04561233520508,37.8987512588501
Who doesn't like to pack yourself these days?,S003500_P0002_T00,"(556, 556)","[356, 209]",55.68604755401611,36.647454261779785
The registration form can be collected at each registration center of the college.,S003515_P0002_T00,"(557, 557)","[532, 670]",72.46594429016113,34.71485662460327
We don't want to graduate.,S003518_P0002_T00,"(558, 558)","[323, 71]",87.55011463165283,44.104711055755615
"After graduating from my sister, she went to the mountains to work in the mountains.",S003524_P0000_T00,"(559, 559)","[123, 954]",75.75564575195312,46.319217681884766
Some people say that taking contraceptives for a long time will disrupt women's endocrine balance.,S003537_P0000_T00,"(560, 560)","[1172, 459]",70.8890323638916,32.743239402770996
Some people say that taking contraceptives for a long time will disrupt women's endocrine balance.,S003537_P0001_T00,"(561, 561)","[433, 948]",70.8890323638916,34.44043779373169
There have been tremendous changes in China in 50 years.,S003545_P0002_T00,"(562, 562)","[871, 221]",76.6456527709961,36.95073223114014
"Personality is neither sturdy nor unchanged, but the activity changes.",S003551_P0000_T00,"(563, 563)","[948, 426]",58.59481239318848,41.745988845825195
"Personality is neither sturdy nor unchanged, but the activity changes.",S003551_P0001_T00,"(564, 564)","[37, 63]",58.59481239318848,58.35706329345703
"In the face of competition, we cannot avoid.",S003572_P0002_T00,"(565, 565)","[538, 574]",68.5907154083252,27.140270709991455
We can't understand what he said.,S003579_P0002_T00,"(566, 566)","[701, 815]",72.06567478179932,47.29683017730713
I don't like him to look at my eyes.,S003594_P0000_T00,"(567, 567)","[1109, 222]",76.77036190032959,39.99385595321655
"This child is too late to travel all day long, it is really worrying.",S003605_P0000_T00,"(568, 568)","[230, 499]",73.06213283538818,43.707268714904785
"This child is too late to travel all day long, it is really worrying.",S003605_P0001_T00,"(569, 569)","[175, 1053]",73.06213283538818,29.867516040802002
Candidates can check the final admission results to the college office.,S003619_P0000_T00,"(570, 570)","[864, 789]",64.01184558868408,43.92123889923096
The first player fell and was exceeded by the players behind.,S003621_P0001_T00,"(571, 571)","[145, 981]",53.27748775482178,38.90360736846924
The first player fell and was exceeded by the players behind.,S003621_P0002_T00,"(572, 572)","[832, 719]",53.27748775482178,35.22456455230713
Teachers and students unanimously praised Dongdong as a good student.,S003633_P0000_T00,"(573, 573)","[386, 483]",78.38304901123047,52.1664342880249
Teachers and students unanimously praised Dongdong as a good student.,S003633_P0001_T00,"(574, 574)","[500, 532]",78.38304901123047,41.20416736602783
"In the park, I have seen a lot of colorful flowers, which are praised.",S003637_P0001_T00,"(575, 575)","[1024, 914]",73.6509780883789,28.172133445739746
Everyone praised her spirit of dedication to education.,S003645_P0000_T00,"(576, 576)","[393, 621]",61.14276123046875,43.19604539871216
Everyone praised her spirit of dedication to education.,S003645_P0002_T00,"(577, 577)","[977, 948]",61.14276123046875,49.80108642578125
We must coordinate and cooperate with contract contractors to ensure the smooth completion of maintenance work.,S003651_P0001_T00,"(578, 578)","[260, 231]",73.30500221252441,35.90006399154663
He blindly worshiped and imitated.,S003669_P0000_T00,"(579, 579)","[657, 1049]",83.6870288848877,23.94878911972046
He blindly worshiped and imitated.,S003669_P0001_T00,"(580, 580)","[747, 1027]",83.6870288848877,45.98971080780029
"The patient went to the hospital on an empty stomach to draw blood, and took the report two days later.",S003679_P0000_T00,"(581, 581)","[81, 166]",73.16522598266602,40.05246543884277
"I couldn't get blood at all, and I fainted as soon as I saw the blood.",S003680_P0000_T00,"(582, 582)","[145, 957]",68.70636558532715,29.418153285980225
"I couldn't get blood at all, and I fainted as soon as I saw the blood.",S003680_P0002_T00,"(583, 583)","[776, 1043]",68.70636558532715,47.63268566131592
"Moms were on a business trip, and we took care of my grandmother.",S003692_P0000_T00,"(584, 584)","[421, 977]",71.34059143066406,41.34723138809204
"Moms were on a business trip, and we took care of my grandmother.",S003692_P0001_T00,"(585, 585)","[894, 178]",71.34059143066406,32.574063301086426
The gains in the south of this business trip were a lot.,S003697_P0000_T00,"(586, 586)","[1085, 1041]",60.354719161987305,18.18844699859619
There is no better way except to admit fate.,S003721_P0000_T00,"(587, 587)","[841, 909]",57.657033920288086,24.80344319343567
There is no better way except to admit fate.,S003721_P0002_T00,"(588, 588)","[842, 4]",57.657033920288086,29.86855411529541
"In summer, insect disease is most common.",S003731_P0000_T00,"(589, 589)","[1149, 985]",60.294076919555664,31.817577362060547
"In summer, insect disease is most common.",S003731_P0001_T00,"(590, 590)","[757, 1033]",60.294076919555664,50.9041223526001
Properly handling the opinions of the masses is conducive to social stability.,S003743_P0001_T00,"(591, 591)","[227, 1141]",60.414039611816406,33.5436315536499
The problem of garbage treatment is about the lives of each of us.,S003747_P0000_T00,"(592, 592)","[318, 363]",69.75589561462402,50.94118595123291
The problem of garbage treatment is about the lives of each of us.,S003747_P0001_T00,"(593, 593)","[903, 354]",69.75589561462402,40.19809627532959
He couldn't afford the pressure and resigned.,S003753_P0001_T00,"(594, 594)","[347, 340]",72.07139587402344,53.681822776794434
I'm considering whether to resign or continue to work.,S003758_P0000_T00,"(595, 595)","[1148, 433]",69.21019554138184,42.29125165939331
I'm considering whether to resign or continue to work.,S003758_P0002_T00,"(596, 596)","[1147, 349]",69.21019554138184,51.236366271972656
"I think it's time to leave, this is my resignation letter.",S003759_P0000_T00,"(597, 597)","[303, 683]",70.31649589538574,35.959588050842285
Machine production gradually replaces bulky physical labor.,S003764_P0000_T00,"(598, 598)","[1039, 762]",59.288933753967285,46.17166090011597
Machine production gradually replaces bulky physical labor.,S003764_P0001_T00,"(599, 599)","[700, 19]",59.288933753967285,29.801186084747314
The homework of elementary school students cannot be replaced by parents.,S003765_P0000_T00,"(600, 600)","[778, 364]",71.83507537841797,25.029386281967163
"Language cannot replace action, and action is the louder language.",S003776_P0001_T00,"(601, 601)","[878, 505]",87.50209617614746,49.25935173034668
He contracted the deserted mountain from the national loan.,S003778_P0000_T00,"(602, 602)","[746, 977]",59.60291290283203,45.16663455963135
He contracted the deserted mountain from the national loan.,S003778_P0001_T00,"(603, 603)","[283, 1004]",59.60291290283203,35.59331130981445
The company provides interest -free loans for its staff.,S003786_P0001_T00,"(604, 604)","[976, 35]",63.25698184967041,46.51924228668213
The teacher was worried that we would not walk safely and escorted us through the road every day.,S003792_P0000_T00,"(605, 605)","[638, 566]",71.91706657409668,34.19633674621582
The teacher was worried that we would not walk safely and escorted us through the road every day.,S003792_P0001_T00,"(606, 606)","[137, 727]",71.91706657409668,30.372517585754395
"When the ancients saw comets, they were worried that disaster would occur.",S003804_P0001_T00,"(607, 607)","[597, 615]",72.29384422302246,53.994670391082764
It uses stars to navigate.,S003813_P0001_T00,"(608, 608)","[455, 808]",70.88151550292969,34.86958980560303
It uses stars to navigate.,S003813_P0002_T00,"(609, 609)","[197, 754]",70.88151550292969,39.50916862487793
Each meter account can only register five users at most.,S003821_P0001_T00,"(610, 610)","[857, 924]",68.81048011779785,54.835050106048584
Registration must be filled in the registration form.,S003826_P0000_T00,"(611, 611)","[554, 33]",82.76897048950195,28.81758213043213
Registration must be filled in the registration form.,S003826_P0001_T00,"(612, 612)","[10, 768]",82.76897048950195,33.76403045654297
"The lives of early settlers were very difficult, and they often could not get what they could eat.",S003831_P0000_T00,"(613, 613)","[1067, 507]",66.1505126953125,50.40606689453125
"The lives of early settlers were very difficult, and they often could not get what they could eat.",S003831_P0002_T00,"(614, 614)","[341, 731]",66.1505126953125,48.88515758514404
What do you think is the best way to pass the traffic jam?,S003842_P0000_T00,"(615, 615)","[489, 144]",66.8967113494873,40.23666858673096
Please keep quiet!,S003850_P0001_T00,"(616, 616)","[60, 30]",73.75623416900635,39.67810773849487
"The road was very quiet, so that she could hear the breathing of the people around her.",S003860_P0000_T00,"(617, 617)","[787, 981]",73.94561767578125,31.773674488067627
"The road was very quiet, so that she could hear the breathing of the people around her.",S003860_P0002_T00,"(618, 618)","[885, 848]",73.94561767578125,52.79763698577881
"Sorry for this meal, I haven't made me full, can I give me another copy?",S003880_P0002_T00,"(619, 619)","[456, 986]",69.57197284698486,39.18294620513916
Each age of age must be admitted to school on time and receive nine -year compulsory education.,S003886_P0000_T00,"(620, 620)","[358, 410]",78.95299530029297,42.74404239654541
Each age of age must be admitted to school on time and receive nine -year compulsory education.,S003886_P0002_T00,"(621, 621)","[932, 607]",78.95299530029297,52.83368253707886
The red light stops and the green light is moving. This is the rule that everyone must follow.,S003894_P0002_T00,"(622, 622)","[542, 1166]",60.24624538421631,63.25291633605957
"Why didn't I take the exam this time? Is it not careful enough, or is it not serious enough before the exam?",S003896_P0001_T00,"(623, 623)","[696, 188]",68.95662498474121,55.03171682357788
"Why didn't I take the exam this time? Is it not careful enough, or is it not serious enough before the exam?",S003896_P0002_T00,"(624, 624)","[63, 160]",68.95662498474121,39.4500150680542
"Others make you angry, often because your own cultivation is not enough.",S003903_P0000_T00,"(625, 625)","[627, 127]",76.37874412536621,53.3499493598938
"Others make you angry, often because your own cultivation is not enough.",S003903_P0002_T00,"(626, 626)","[536, 174]",76.37874412536621,43.005797386169434
His height is almost one meter eight.,S003907_P0000_T00,"(627, 627)","[104, 95]",60.2095890045166,23.494449615478516
His height is almost one meter eight.,S003907_P0001_T00,"(628, 628)","[343, 257]",60.2095890045166,53.98950672149658
This building is almost a hundred meters high.,S003911_P0002_T00,"(629, 629)","[126, 497]",58.82929039001465,43.218265533447266
"Although these two things look similar, the materials are different.",S003913_P0001_T00,"(630, 630)","[1063, 149]",81.80245971679688,40.6478796005249
"Although these two things look similar, the materials are different.",S003913_P0002_T00,"(631, 631)","[308, 403]",81.80245971679688,30.782453536987305
"He had an accident in the plane, and he almost died.",S003926_P0002_T00,"(632, 632)","[591, 12]",64.09939098358154,27.39468240737915
He often recalls the past at night.,S003933_P0002_T00,"(633, 633)","[832, 425]",64.68979835510254,40.430758476257324
"On the rest, Uncle Wang often went to my house to chat.",S003936_P0001_T00,"(634, 634)","[546, 422]",73.28392028808594,43.95954418182373
"On the rest, Uncle Wang often went to my house to chat.",S003936_P0002_T00,"(635, 635)","[146, 453]",73.28392028808594,32.33399438858032
"Give me the prescription list, I will help you get the medicine.",S003944_P0001_T00,"(636, 636)","[553, 493]",80.74752235412598,38.22911596298218
Many hospitals now use electronic prescriptions.,S003947_P0000_T00,"(637, 637)","[274, 1019]",57.8259162902832,40.364441871643066
Many hospitals now use electronic prescriptions.,S003947_P0001_T00,"(638, 638)","[1000, 236]",57.8259162902832,45.439517974853516
"It doesn't matter if you make a mistake, just correct it in time.",S003950_P0000_T00,"(639, 639)","[99, 67]",73.15804290771484,26.563919067382812
I hope you will not make the same mistakes in the future.,S003961_P0000_T00,"(640, 640)","[354, 782]",84.19573879241943,28.371099948883057
I hope you will not make the same mistakes in the future.,S003961_P0002_T00,"(641, 641)","[581, 440]",84.19573879241943,42.287930488586426
Everyone opposed this wrong point of view.,S003962_P0000_T00,"(642, 642)","[370, 320]",72.97990798950195,53.7185959815979
"You know that the password of the passbook is not okay, you can also take the money.",S003976_P0001_T00,"(643, 643)","[1039, 907]",65.01242923736572,43.45617485046387
"You know that the password of the passbook is not okay, you can also take the money.",S003976_P0002_T00,"(644, 644)","[333, 752]",65.01242923736572,39.076748847961426
You have to make the worst plan.,S003985_P0000_T00,"(645, 645)","[801, 594]",63.4781551361084,39.02991199493408
You have to make the worst plan.,S003985_P0002_T00,"(646, 646)","[440, 11]",63.4781551361084,36.8233528137207
"Tomorrow is his birthday, what gift do you plan to give?",S003987_P0001_T00,"(647, 647)","[835, 309]",78.65601921081543,38.97051811218262
My dad was almost admitted to college.,S003997_P0000_T00,"(648, 648)","[1077, 1140]",60.523841857910156,35.01832818984985
My dad was almost admitted to college.,S003997_P0002_T00,"(649, 649)","[105, 1151]",60.523841857910156,61.927852630615234
He graduated from a famous university.,S003998_P0000_T00,"(650, 650)","[398, 478]",69.04409694671631,39.46279239654541
I saw someone rescued and then sent to the stretcher.,S004009_P0001_T00,"(651, 651)","[484, 479]",69.54861450195312,28.78926372528076
The exercise of life makes this child mature.,S004018_P0000_T00,"(652, 652)","[527, 846]",74.54977035522461,41.394405364990234
Adolescence is a period of maturity.,S004029_P0001_T00,"(653, 653)","[880, 1170]",68.9757308959961,29.003150463104248
Adolescence is a period of maturity.,S004029_P0002_T00,"(654, 654)","[546, 60]",68.9757308959961,46.28927040100098
The teacher repeatedly said.,S004032_P0001_T00,"(655, 655)","[488, 41]",68.06179809570312,38.31804656982422
"I repeated the problem several times, and he finally understood.",S004036_P0001_T00,"(656, 656)","[865, 450]",70.35086917877197,32.66240978240967
"I repeated the problem several times, and he finally understood.",S004036_P0002_T00,"(657, 657)","[955, 565]",70.35086917877197,48.338292598724365
"He saw the expression I couldn't believe, and repeated it again.",S004037_P0000_T00,"(658, 658)","[357, 70]",57.221229553222656,23.581878185272217
"He saw the expression I couldn't believe, and repeated it again.",S004037_P0002_T00,"(659, 659)","[897, 308]",57.221229553222656,43.42134761810303
"If you want to write a good composition, it is best not to repeat words.",S004040_P0002_T00,"(660, 660)","[123, 151]",82.38383483886719,30.105515480041504
Powerful people will find fun in repeated lives.,S004043_P0000_T00,"(661, 661)","[262, 1127]",70.53272914886475,41.79127025604248
Powerful people will find fun in repeated lives.,S004043_P0001_T00,"(662, 662)","[681, 513]",70.53272914886475,49.00771379470825
He pretended to be smart.,S004044_P0001_T00,"(663, 663)","[337, 864]",67.58441734313965,39.24769735336304
"They said he was good, very smart and honest.",S004052_P0000_T00,"(664, 664)","[943, 1033]",64.6265926361084,27.310272932052612
Many smart people fail in the stock market.,S004053_P0000_T00,"(665, 665)","[1091, 981]",76.45835876464844,43.24211120605469
Many smart people fail in the stock market.,S004053_P0001_T00,"(666, 666)","[696, 297]",76.45835876464844,38.83680009841919
They are probably polite to you?,S004060_P0000_T00,"(667, 667)","[344, 977]",67.89180755615234,31.872254848480225
They are probably polite to you?,S004060_P0002_T00,"(668, 668)","[909, 524]",67.89180755615234,36.14664840698242
I will probably come here next month.,S004062_P0001_T00,"(669, 669)","[209, 841]",72.58019256591797,29.47432279586792
I will probably come here next month.,S004062_P0002_T00,"(670, 670)","[717, 665]",72.58019256591797,35.77181673049927
"Although I knew he was lying to me, I forgive him.",S004079_P0002_T00,"(671, 671)","[33, 936]",70.68853378295898,40.79558992385864
I rebuked him to lie.,S004089_P0000_T00,"(672, 672)","[194, 919]",56.24232864379883,28.16042423248291
I must thank this kind person in person!,S004091_P0000_T00,"(673, 673)","[53, 64]",70.14762687683105,36.27480888366699
I must thank this kind person in person!,S004091_P0002_T00,"(674, 674)","[475, 636]",70.14762687683105,38.41455411911011
